Contract_One year,Contract_Two year,Dependents_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,InternetService_Fiber optic,InternetService_No,MonthlyCharges,MultipleLines_No phone service,MultipleLines_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,OnlineSecurity_No internet service,OnlineSecurity_Yes,PaperlessBilling_Yes,Partner_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,PhoneService_Yes,SeniorCitizen,StreamingMovies_No internet service,StreamingMovies_Yes,StreamingTV_No internet service,StreamingTV_Yes,TechSupport_No internet service,TechSupport_Yes,TotalCharges,gender_Male,tenure,churn,customerID
0,0,1,0,0,0,0,-0.48691293484284354,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.2770438632036447,0,0.10504664646466222,0,4422-QVIJA
0,0,0,0,0,1,0,0.19119210989643878,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,-0.14973922014895036,1,-0.22090504374582004,0,9365-SRSZE
0,0,1,0,0,0,0,-0.1578325454840742,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,-0.2943384118355768,0,-0.26164900502213034,1,6839-ITVZJ
1,0,1,1,0,0,1,-1.2763734648701943,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.8684115414240994,1,-0.8320644628904743,0,8332-OSJDW
0,1,0,1,0,0,1,-1.4841262359300234,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.6522738022714579,0,0.3087664528462136,0,4735-BJKOU
0,0,1,0,1,0,0,-0.19772107752756127,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,-0.8019025310602278,1,-1.0357842692720256,0,0274-JKUJR
0,0,1,0,0,1,0,1.0886840808749008,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1.9349377305697766,1,1.5310852911355222,0,5740-YHGTW
0,1,1,1,0,0,1,-1.5007464576148097,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,-0.4948139959771574,1,1.1236456783724194,0,8917-SZTTJ
1,0,1,0,0,0,0,-1.3145999747452028,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.5892281135086236,1,0.2680224915699033,0,1696-MZVAU
0,1,0,0,1,1,0,1.650447573820679,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,2.6876035460309047,1,1.6125732136881425,0,7359-WWYJV
0,0,0,0,0,0,0,-1.000477784902741,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-0.9920543285184612,0,-1.2802480369298874,1,0375-HVGXO
1,0,1,0,0,0,0,0.19617817640187488,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0.6559132098707247,1,0.8791819107145575,0,4906-ZHGPK
0,0,0,0,0,1,0,0.6814886495976356,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,-0.8905370927988799,1,-1.1987601143772668,1,8593-WHYHV
0,1,1,0,1,0,0,0.3573943267443021,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1.06968087401505,0,1.24587756220135,0,3795-GWTRD
0,1,1,0,0,1,0,0.6648684279128493,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1.7069982267257018,1,1.5718292524118322,0,1298-PHBTI
1,0,0,1,0,0,1,-1.4675060142452372,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,-0.5846618232448355,0,0.3902543753988342,0,6223-DHJGV
0,1,0,1,0,0,1,-1.4741541029191516,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.5913237539678501,1,0.5939741817803856,0,6961-MJKBO
1,0,1,0,1,1,0,1.251562253385807,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1.91115772620087,0,1.368109446030281,1,6097-EQISJ
0,0,0,0,1,1,0,1.3163811179564737,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,-0.036640813470486075,0,-0.46536881140368175,1,4423-YLHDV
0,0,0,0,0,0,0,-0.9688993637016472,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.8198147421433004,1,-0.8728084241667845,0,8158-WPEZG
0,0,1,0,1,1,0,1.1618130562879607,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,-0.9633550839136861,1,-1.2802480369298874,1,0107-YHINA
0,0,0,0,1,1,0,0.8526769329509349,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1.2183389903805992,0,0.9199258719908678,0,4918-FYJNT
0,1,0,0,1,1,0,1.0920081252118583,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1.9678061967197495,1,1.4903413298592119,0,0727-BNRLG
0,0,0,0,1,1,0,0.3008855730160285,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-0.9207143154117411,0,-1.1987601143772668,0,4854-CIDCF
0,0,0,0,1,0,0,0.3191678168692938,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,-0.8751396502668791,1,-1.1580161531009565,1,8640-SDGKB
0,1,0,0,1,0,0,0.14299346701055832,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,-0.08356110038390395,1,-0.09867315991688919,0,3280-MRDOF
0,0,0,0,1,1,0,0.5967255190052254,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.8230574700117876,0,-1.1172721918246462,0,6435-SRWBJ
0,1,0,1,0,0,1,-1.3428543516093396,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,-0.24613868127336797,0,1.5718292524118322,0,9964-WBQDJ
1,0,0,0,0,0,0,-0.3173866736580229,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.29255160260192054,0,-0.13941712119319946,0,6303-KFWSL
0,0,0,0,0,0,0,-0.1146199691036296,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.39100219645124396,1,0.797693988161937,0,1702-CCFNJ
1,0,0,0,1,0,0,0.3972828587877894,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1.3014807681787524,1,1.4495973685829016,0,8932-CZHRQ
0,1,1,1,0,0,1,-1.509056568457203,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.5803602454601074,0,0.5532302205040753,0,0386-CWRGM
0,0,0,0,0,0,0,-0.33400689534280925,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,-0.8141013644702514,1,-0.9950403079957154,0,5515-RUGKN
0,1,0,1,0,0,1,-1.499084435446331,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,-0.3800390769313119,1,1.6125732136881425,0,0404-AHASP
1,0,0,1,0,0,1,-1.4924363467724167,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.8647938042102769,0,-0.6283446565089229,0,7279-NMVJC
0,0,0,0,1,1,0,1.4343846919184566,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,-0.8668012071764833,1,-1.1987601143772668,0,2081-VEYEH
0,0,0,0,0,1,0,0.6316279845432766,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,-0.9351411455205213,0,-1.2395040756535771,0,6407-UTSLV
0,0,0,0,0,1,0,0.3141817503638577,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.7251579715060289,0,-0.9542963467194051,1,4116-TZAQJ
1,0,0,0,1,0,0,-0.2791601637830144,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.28465395798881427,0,0.7569500268856267,0,9060-HJJRW
0,1,1,1,0,0,1,-1.485788258098502,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.9630903714346258,0,-1.076528230548336,0,2587-YNLES
0,0,0,0,0,1,0,1.0005969059455335,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,-0.8868311180920373,0,-1.1987601143772668,0,7398-SKNQZ
0,0,0,0,0,1,0,0.9773285955868325,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,-0.29786791155637926,0,-0.6283446565089229,0,5935-FCCNB
0,0,0,0,0,0,0,-0.4952230456852367,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,-0.3711932682560507,1,-0.09867315991688919,0,1958-RNRKS
0,0,0,0,0,0,0,0.2078123315812251,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,-0.05080293110020597,1,-0.05792919864057891,0,5136-RGMZO
0,1,0,0,1,0,0,0.5601610312986957,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0.5891615464010478,0,0.512486259227765,0,8345-MVDYC
1,0,0,0,1,1,0,0.8194364895813623,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.5041622896458344,1,1.2866215234776603,0,8226-BXGES
0,0,0,0,0,0,0,-0.16448063415798858,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,-0.9809584637711884,1,-1.2802480369298874,1,3877-JRJIP
0,0,0,0,0,1,0,0.15961368869534465,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.9766568859864604,0,-1.2802480369298874,1,8375-DKEBR
1,0,1,0,0,1,0,1.1368827237607813,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1.6262168018658352,1,1.1643896396487294,0,9705-IOVQQ
0,0,0,1,0,0,1,-1.5206907236365534,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.998958912347281,1,-1.2802480369298874,0,1015-OWJKI
0,0,0,0,0,0,0,-0.6448050408483137,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,-0.8225942231734323,1,-0.9542963467194051,1,7511-YMXVQ
0,1,1,0,1,1,0,1.650447573820679,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,2.5664975868608697,1,1.6125732136881425,0,2040-XBAVJ
0,0,0,1,0,0,1,-1.5057325241202457,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.9987603779879859,0,-1.2802480369298874,1,7551-JOHTI
0,0,0,0,0,0,0,-0.6830315507233222,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,-0.8690733226217499,0,-1.0357842692720256,0,8887-IPQNC
1,0,0,0,1,1,0,0.856000977287892,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1.6975347555993001,0,1.368109446030281,0,8646-JCOMS
0,0,0,0,0,1,0,0.16958582170621683,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.9765245297469303,1,-1.2802480369298874,1,9804-ICWBG
0,0,1,1,0,0,1,-1.4758161250876303,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,-0.6785465158181813,1,0.3087664528462136,0,1222-KJNZD
0,0,0,0,1,0,0,0.21944648676057582,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-0.4726002071093569,1,-0.6690886177852331,0,0106-GHRQR
0,0,0,0,0,1,0,0.7429834698313453,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.92629533684526,0,-1.2395040756535771,1,5318-IXUZF
0,1,0,1,0,0,1,-1.327896152093032,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,-0.3087431825711019,1,1.4088534073065913,0,3768-VHXQO
1,0,0,0,1,1,0,1.3180431401249524,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0.8288807555633011,0,0.3495104141225239,0,8952-WCVCD
0,1,1,1,0,0,1,-1.495760391109374,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,-0.5132776913916053,0,0.9606698332671781,0,2418-TPEUN
0,1,0,0,1,1,0,1.7169284605598243,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,2.5281142773971426,0,1.6125732136881425,0,3963-RYFNS
0,0,1,0,0,1,0,0.6632064057443707,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,-0.890515033425625,0,-1.1987601143772668,1,3198-VELRD
0,1,0,1,0,0,1,-1.4874502802669807,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,-0.5209984720308607,0,0.8791819107145575,0,8540-ZQGEA
0,0,0,0,1,1,0,1.52745793335326,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1.5656417629075627,1,0.797693988161937,0,1320-REHCS
0,1,0,0,1,1,0,0.8277466004237555,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.89172790996684,0,0.7162060656093164,0,4137-JOPHL
0,0,0,0,0,1,0,0.8360567112661487,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,-0.48746822468323725,1,-0.7505765403378537,1,9436-ZBZCT
1,0,0,0,0,0,0,-0.5351115777287238,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,-0.38010525505107695,1,-0.22090504374582004,0,7801-CEDNV
0,1,0,0,1,1,0,1.0571056596738067,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,2.004843884414921,0,1.6125732136881425,0,2057-BOYKM
1,0,0,0,0,0,0,0.31584377253233625,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1.065357236857067,1,1.2051336009250397,0,3658-QQJYD
0,0,0,0,0,0,0,-0.34896509485911703,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.7186063376492894,0,-0.8320644628904743,0,1803-BGNBD
1,0,0,0,1,0,0,0.33412601638560113,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0.4344591617636244,0,0.4717422979514547,0,0134-XWXCE
0,1,1,0,0,1,0,0.503652277570422,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0.9171182485833629,1,0.8791819107145575,0,6950-TWMYB
0,1,0,1,0,0,1,-1.4874502802669807,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.3954806382098227,0,1.4495973685829016,0,5848-FHRFC
0,0,0,1,0,0,1,-1.509056568457203,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.8240942605547733,1,-0.506112772679992,0,2243-FNMMI
1,0,1,0,1,0,0,-0.3290208288373734,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.14594461896127695,1,0.7162060656093164,0,2511-MORQY
0,1,0,1,0,0,1,-1.3411923294408608,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,-0.3395821863816136,1,1.0421577558197987,0,5356-KZCKT
0,0,1,0,0,1,0,0.8260845782552769,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0.3874947561036963,1,0.10504664646466222,0,9470-XCCEM
0,0,0,0,0,0,0,-0.6448050408483137,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.971649408257572,0,-1.2395040756535771,0,6519-CFDBX
0,1,1,0,1,0,0,0.3623803932497382,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1.0559378844771752,1,1.24587756220135,0,3902-MIVLE
1,0,0,0,1,1,0,1.524133889016303,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1.8721126355394926,0,1.0421577558197987,0,0409-WTMPL
1,0,1,1,0,0,1,-1.4708300585821945,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,-0.7500188851644314,0,-0.22090504374582004,0,8763-KIAFH
0,1,0,0,1,1,0,1.67371588417938,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,2.5565929282693682,0,1.5718292524118322,0,3669-WHAFY
1,0,0,0,1,0,0,-0.2076932105384332,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.5383367504214922,0,1.24587756220135,0,3055-VTCGS
0,0,0,0,1,1,0,0.9457501743857384,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1.9351142055558166,1,1.5718292524118322,0,3144-KMTWZ
0,0,0,0,1,1,0,1.6088970196087131,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1.0615850840304593,0,0.3495104141225239,1,7279-BUYWN
0,0,0,0,0,1,0,0.8543389551194135,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,-0.47743120985220516,1,-0.791320501614164,1,7156-MHUGY
0,0,0,0,0,1,0,0.47207385636932786,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-0.9439869541957824,1,-1.2395040756535771,1,7198-GLXTC
0,1,1,1,0,0,1,-1.5107185906256815,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,-0.43706255679552686,0,1.4495973685829016,0,2007-QVGAW
0,0,1,0,0,0,0,-0.5334495555602452,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,-0.9858556446338018,1,-1.2802480369298874,0,5207-PLSTK
0,1,0,0,1,1,0,1.4709491796249863,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,2.1286852058685772,1,1.3273654847539706,0,2307-FYNNL
0,1,0,1,0,0,1,-1.322910085587596,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,-0.21210106834087916,1,1.6125732136881425,0,5605-XNWEN
0,0,0,0,0,0,0,-0.3290208288373734,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,-0.3433102204617111,0,-0.18016108246950976,0,2155-AMQRX
0,1,1,1,0,0,1,-1.3312201964299892,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,-0.18715191718945667,1,1.6125732136881425,0,6181-AXXYF
0,0,0,0,0,1,0,0.875945243309636,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,-0.9330234456880397,0,-1.2395040756535771,0,5091-HFAZW
1,0,1,1,0,0,1,-1.4841262359300234,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.834925412822986,0,-0.5876006952326126,1,0516-VRYBW
1,0,0,0,1,1,0,1.3147190957879948,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1.7895223420727147,1,1.1236456783724194,0,2519-LBNQL
0,0,0,0,0,0,0,0.041610114733361785,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,-0.27834536622569056,0,-0.26164900502213034,0,8623-ULFNQ
0,0,1,0,0,1,0,0.22775659760296899,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.9757524516830047,1,-1.2802480369298874,1,8380-PEFPE
0,0,0,1,0,0,1,-1.477478147256109,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.9731715050121679,0,-1.1580161531009565,1,5687-DKDTV
0,1,1,0,1,0,0,0.9108477088476872,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1.8130817527090717,1,1.4495973685829016,0,1568-LJSZU
0,0,0,0,1,1,0,0.6465861840595843,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0.43289294626251823,0,0.22727853029359305,1,7530-HDYDS
1,0,0,0,1,1,0,1.3429734726521318,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1.021723796558646,0,0.3902543753988342,0,7789-HKSBS
0,1,0,1,0,0,1,-1.5024084797832884,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,-0.5069466512674159,0,1.0014137945434884,0,7416-CKTEP
0,0,0,0,0,0,0,-1.1434116913919037,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.29204423701705523,1,0.8791819107145575,0,2586-CWXVV
0,0,0,0,0,1,0,0.4421574573367123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-0.5894266478679188,0,-0.8320644628904743,1,3096-IZETN
1,0,0,0,1,0,0,-0.10963390259819375,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0.19363698393862036,0,0.4717422979514547,0,2348-KCJLT
0,0,1,0,0,0,0,0.1529656000214305,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0.3419200909588345,1,0.3902543753988342,0,8401-EMUWF
0,1,1,1,0,0,1,-1.3312201964299892,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.22663819531593438,1,1.6125732136881425,0,4193-IBKSW
0,1,1,0,1,0,0,0.8726211989726784,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1.7693600749176306,0,1.5718292524118322,0,5377-NDTOU
0,0,0,0,1,1,0,0.8260845782552769,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,-0.230410348142542,0,-0.5468567339563023,1,5922-ABDVO
0,0,0,0,0,0,0,0.29423748434211433,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,-0.28260282526390856,0,-0.38388088885106114,0,2474-LCNUE
0,1,0,1,0,0,1,-1.509056568457203,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.7521365849969129,0,-0.09867315991688919,0,0839-QNXME
1,0,0,1,0,0,1,-1.2830215535441087,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.5860736231331564,1,0.10504664646466222,0,3506-OVLKD
0,0,0,0,0,1,0,1.1269105907499095,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,-0.5779778331485658,0,-0.9135523854430948,1,9172-ANCRX
0,0,0,0,0,0,0,-0.6963277280711512,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.9880174632127934,1,-1.2802480369298874,0,6650-VJONK
0,0,0,0,0,1,0,0.1629377330323022,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.3498177355719407,1,-0.42462485012737144,0,2178-PMGCJ
0,1,1,0,1,0,0,-0.8725020779298864,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,-0.8838310433293552,1,-1.0357842692720256,0,7492-TAFJD
0,1,0,0,1,0,0,-0.38885362690260405,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,-0.1685558655354786,0,0.1457906077409725,0,2773-MADBQ
0,0,1,1,0,0,1,-1.4675060142452372,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.6912968335595802,0,0.06430268518835193,0,6016-LVTJQ
0,1,1,0,1,0,0,-0.011574594657954289,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1.0750413017160185,1,1.6125732136881425,0,7860-KSUGX
0,1,1,1,0,0,1,-1.3195860412506386,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,-0.5966400629223089,1,0.1457906077409725,0,8966-KZXXA
0,0,0,0,1,1,0,0.3839866814399601,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.9736788705970333,0,-1.2802480369298874,1,6910-HADCM
0,0,0,0,0,1,0,0.47705992287476395,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.267514213957478,0,-0.38388088885106114,1,4816-LXZYW
0,0,0,0,0,1,0,0.6715165165867639,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0.1582758086108307,1,-0.01718523736426863,1,9606-PBKBQ
1,0,1,0,1,1,0,1.0089070167879266,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1.9798506145169885,0,1.5718292524118322,0,5149-QYTTU
0,0,0,0,1,1,0,0.48370801154867815,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,-0.19765217885884404,0,-0.38388088885106114,0,2070-XYMFH
1,0,0,0,1,1,0,1.0587676818422855,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,-0.30664754211187545,1,-0.6283446565089229,0,2085-BOJKI
0,0,0,0,1,0,0,0.35573230457582355,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,-0.9740538799423686,1,-1.2802480369298874,0,0817-HSUSE
0,1,1,1,0,0,1,-1.499084435446331,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.893382751948777,1,-0.8320644628904743,0,5442-PPTJY
0,1,0,1,0,0,1,-1.472492080750673,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,-0.34458966411050207,0,1.6125732136881425,0,1927-QEWMY
0,0,0,1,0,0,1,-1.5157046571311175,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.998892734227516,1,-1.2802480369298874,0,1663-MHLHE
0,1,0,0,0,1,0,1.1152764355705587,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,2.0498008871086424,1,1.6125732136881425,0,5663-QBGIS
0,0,1,0,0,1,0,0.3175057947008148,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.9573766047737662,1,1.1236456783724194,0,4450-MDZFX
0,1,1,0,1,0,0,-0.44702440279935624,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.42402507821400204,0,1.1643896396487294,0,6701-DHKWQ
0,0,0,0,0,0,0,-0.6364949300059205,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,-0.8646614479707468,0,-1.076528230548336,0,7554-AKDQF
0,0,0,0,0,1,0,0.6814886495976356,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0.1666804298209915,1,-0.01718523736426863,1,3536-IQCTX
0,0,1,0,0,1,0,0.7230392038096014,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.1826955348041328,0,-0.05792919864057891,1,4911-BANWH
0,0,0,0,0,1,0,0.3008855730160285,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.3788919895220511,1,-0.5468567339563023,1,8496-EJAUI
0,1,1,1,0,0,1,-1.4791401694245876,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.3891937168321433,1,1.6125732136881425,0,0794-YVSGE
0,0,0,0,0,0,0,-0.3522891391960741,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.23987381926894366,0,-0.01718523736426863,0,5423-BHIXO
0,0,0,0,0,1,0,0.8593250216248496,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1.6093193219524933,1,1.3273654847539706,0,6908-VVYHM
0,0,1,0,0,0,0,-0.461982602315664,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0.02230183186691522,0,0.512486259227765,0,2959-EEXWB
1,0,0,1,0,0,1,-1.3212480634191175,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,-0.588301619831913,1,0.3902543753988342,0,1839-UMACK
0,0,0,0,0,1,0,0.33412601638560113,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.7548057691607698,1,-0.9950403079957154,0,3030-YDNRM
